"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2018 in 1000 USD ","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H5","THA"," Total","Thailand","VNM","Vietnam","Export",6,12941041.818,11607893.499,11167602.501,12276403.967,13119640.08,
"H5","THA"," Total","Thailand","VNM","Vietnam","Import",5,5707767.993,5010303.65,5496472.884,6947488.915,8030790.064,
"H5","THA"," Total","Thailand","VUT","Vanuatu","Export",6,15920.758,12182.403,8188.454,11936.871,14243.163,
"H5","THA"," Total","Thailand","VUT","Vanuatu","Import",5,15489.712,23094.33,67320.33,151629.018,94630.096,
"H5","THA"," Total","Thailand","WLF","Wallis and Futura Isl.","Export",6,805.914,508.745,617.767,773.321,1431.026,
"H5","THA"," Total","Thailand","WLF","Wallis and Futura Isl.","Import",5,6.322,0.652,,,,
"H5","THA"," Total","Thailand","WSM","Samoa","Export",6,11020.08,9976.606,10873.391,11927.369,11720.527,
"H5","THA"," Total","Thailand","WSM","Samoa","Import",5,209.826,1211.856,26.91,16.912,108.024,
"H5","THA"," Total","Thailand","YEM","Yemen","Export",6,168769.534,212615.744,225369.506,263344.35,251813.052,
"H5","THA"," Total","Thailand","YEM","Yemen","Import",5,73647.886,13970.58,45546.866,553474.837,408042.005,
"H5","THA"," Total","Thailand","ZAF","South Africa","Export",6,2837461.714,2502631.717,2118784.195,2951981.702,2780754.115,
"H5","THA"," Total","Thailand","ZAF","South Africa","Import",5,927641.776,575990.409,470816.448,779722.422,748996.718,
"H5","THA"," Total","Thailand","ZAR","Congo, Dem. Rep.","Export",6,36207.219,57372.945,47723.126,60608.043,26578.594,
"H5","THA"," Total","Thailand","ZAR","Congo, Dem. Rep.","Import",5,179354.269,125337.625,85923.972,250552.776,300861.762,
"H5","THA"," Total","Thailand","ZMB","Zambia","Export",6,17812.093,11938.17,7096.935,11329.526,15699.366,
"H5","THA"," Total","Thailand","ZMB","Zambia","Import",5,57343.162,111964.192,56325.22,81352.655,108584.783,
"H5","THA"," Total","Thailand","ZWE","Zimbabwe","Export",6,15046.908,8053.129,16305.667,11643.687,22330.386,
"H5","THA"," Total","Thailand","ZWE","Zimbabwe","Import",5,2872.58,3697.002,2029.868,3822.12,5246.311,
"H5","TMP"," Total","East Timor","AGO","Angola","Import",5,,,0.002,0.014,,
"H5","TMP"," Total","East Timor","ALB","Albania","Import",5,,,,0.005,0.367,
"H5","TMP"," Total","East Timor","ARE","United Arab Emirates","Export",6,,,7538.895,,,
"H5","TMP"," Total","East Timor","ARE","United Arab Emirates","Import",5,,,745.835,817.455,2661.422,
"H5","TMP"," Total","East Timor","ARG","Argentina","Import",5,,,1.779,13.074,15.59,
"H5","TMP"," Total","East Timor","AUS","Australia","Export",6,,,1020.349,1084.255,13505.097,
"H5","TMP"," Total","East Timor","AUS","Australia","Import",5,,,11232.755,13122.009,47859.717,
"H5","TMP"," Total","East Timor","AUT","Austria","Import",5,,,112.928,21.142,25.809,
"H5","TMP"," Total","East Timor","BEL","Belgium","Export",6,,,,14.49,1821.791,
"H5","TMP"," Total","East Timor","BEL","Belgium","Import",5,,,372.467,560.677,4738.52,
"H5","TMP"," Total","East Timor","BEN","Benin","Export",6,,,,,24.81,
"H5","TMP"," Total","East Timor","BEN","Benin","Import",5,,,0.001,0.001,0.012,
"H5","TMP"," Total","East Timor","BGD","Bangladesh","Import",5,,,385.365,682.832,814.095,
"H5","TMP"," Total","East Timor","BGR","Bulgaria","Import",5,,,26.044,20.263,98.941,
"H5","TMP"," Total","East Timor","BHR","Bahrain","Import",5,,,,5.3,7.133,
"H5","TMP"," Total","East Timor","BHS","Bahamas, The","Import",5,,,,,0.17,
"H5","TMP"," Total","East Timor","BIH","Bosnia and Herzegovina","Import",5,,,0.001,0.524,0.077,
"H5","TMP"," Total","East Timor","BLR","Belarus","Import",5,,,,0.035,,
"H5","TMP"," Total","East Timor","BLZ","Belize","Import",5,,,,,0.108,
"H5","TMP"," Total","East Timor","BOL","Bolivia","Import",5,,,0.001,24.313,20.547,
"H5","TMP"," Total","East Timor","BRA","Brazil","Export",6,,,,,28.75,
"H5","TMP"," Total","East Timor","BRA","Brazil","Import",5,,,9474.474,12229.991,17298.203,
"H5","TMP"," Total","East Timor","BRN","Brunei","Export",6,,,,,14.537,
"H5","TMP"," Total","East Timor","BRN","Brunei","Import",5,,,0.02,1.986,36.974,
"H5","TMP"," Total","East Timor","BWA","Botswana","Import",5,,,,,0.62,
"H5","TMP"," Total","East Timor","CAF","Central African Republic","Import",5,,,,0.004,,
"H5","TMP"," Total","East Timor","CAN","Canada","Export",6,,,4436.487,7268.737,6127.173,
"H5","TMP"," Total","East Timor","CAN","Canada","Import",5,,,40.006,33.807,850.765,
"H5","TMP"," Total","East Timor","CHE","Switzerland","Export",6,,,,106.261,,
"H5","TMP"," Total","East Timor","CHE","Switzerland","Import",5,,,923.068,790.591,257.12,
"H5","TMP"," Total","East Timor","CHL","Chile","Import",5,,,0.468,25.26,55.06,
"H5","TMP"," Total","East Timor","CHN","China","Export",6,,,1274.456,108911.279,123178.287,
"H5","TMP"," Total","East Timor","CHN","China","Import",5,,,78407.414,72790.05,138286.425,
"H5","TMP"," Total","East Timor","CIV","Cote d'Ivoire","Import",5,,,0.019,,,
"H5","TMP"," Total","East Timor","CMR","Cameroon","Export",6,,,,,52.447,
"H5","TMP"," Total","East Timor","COG","Congo, Rep.","Import",5,,,,68.879,10.88,
"H5","TMP"," Total","East Timor","COL","Colombia","Export",6,,,,,45.688,
"H5","TMP"," Total","East Timor","COL","Colombia","Import",5,,,,2.103,4.2,
"H5","TMP"," Total","East Timor","COM","Comoros","Import",5,,,,0.001,,
"H5","TMP"," Total","East Timor","CPV","Cape Verde","Import",5,,,0.161,,,
"H5","TMP"," Total","East Timor","CUB","Cuba","Export",6,,,,,385.319,
"H5","TMP"," Total","East Timor","CUB","Cuba","Import",5,,,,20.355,9.394,
"H5","TMP"," Total","East Timor","CYP","Cyprus","Import",5,,,136.474,112.569,320.599,
"H5","TMP"," Total","East Timor","CZE","Czech Republic","Import",5,,,18.19,60.311,31.54,
"H5","TMP"," Total","East Timor","DEU","Germany","Export",6,,,171.619,4943.459,3350.409,
"H5","TMP"," Total","East Timor","DEU","Germany","Import",5,,,1012.224,977.436,6062.963,
"H5","TMP"," Total","East Timor","DNK","Denmark","Import",5,,,420.551,588.695,992.91,
"H5","TMP"," Total","East Timor","DOM","Dominican Republic","Export",6,,,,,2.383,
"H5","TMP"," Total","East Timor","DOM","Dominican Republic","Import",5,,,,,7.277,
"H5","TMP"," Total","East Timor","ECU","Ecuador","Import",5,,,10.828,65.36,53.791,
"H5","TMP"," Total","East Timor","EGY","Egypt, Arab Rep.","Import",5,,,70.366,166.913,154.524,
"H5","TMP"," Total","East Timor","ESP","Spain","Import",5,,,97.515,59.398,435.416,
"H5","TMP"," Total","East Timor","EST","Estonia","Import",5,,,0.024,,0.093,
"H5","TMP"," Total","East Timor","FIN","Finland","Import",5,,,364.953,338.528,61.225,
"H5","TMP"," Total","East Timor","FJI","Fiji","Export",6,,,,,44.309,
"H5","TMP"," Total","East Timor","FJI","Fiji","Import",5,,,318.995,304.811,316.404,
"H5","TMP"," Total","East Timor","FRA","France","Export",6,,,,,41.368,
"H5","TMP"," Total","East Timor","FRA","France","Import",5,,,888.987,90.682,2064.723,
"H5","TMP"," Total","East Timor","GAB","Gabon","Import",5,,,3.536,,,
"H5","TMP"," Total","East Timor","GBR","United Kingdom","Export",6,,,33.085,216.251,59.644,
"H5","TMP"," Total","East Timor","GBR","United Kingdom","Import",5,,,1051.453,1012.761,3670.14,
"H5","TMP"," Total","East Timor","GEO","Georgia","Import",5,,,0.001,,,
"H5","TMP"," Total","East Timor","GHA","Ghana","Import",5,,,2.682,10.361,0.705,
"H5","TMP"," Total","East Timor","GIB","Gibraltar","Import",5,,,0.011,0.006,,
"H5","TMP"," Total","East Timor","GRC","Greece","Import",5,,,3.607,0.792,2.911,
"H5","TMP"," Total","East Timor","GRL","Greenland","Import",5,,,0.001,,,
"H5","TMP"," Total","East Timor","GUM","Guam","Import",5,,,1.908,,1.505,
"H5","TMP"," Total","East Timor","GUY","Guyana","Import",5,,,,0.001,,
"H5","TMP"," Total","East Timor","HKG","Hong Kong, China","Export",6,,,11.471,7.703,108.738,
"H5","TMP"," Total","East Timor","HKG","Hong Kong, China","Import",5,,,38748.686,10220.157,22625.627,
"H5","TMP"," Total","East Timor","HRV","Croatia","Import",5,,,,0.246,,
"H5","TMP"," Total","East Timor","HTI","Haiti","Import",5,,,0.165,0.192,,
"H5","TMP"," Total","East Timor","HUN","Hungary","Import",5,,,95.286,0.547,75.706,
"H5","TMP"," Total","East Timor","IDN","Indonesia","Export",6,,,1452.875,2189.909,103387.295,
"H5","TMP"," Total","East Timor","IDN","Indonesia","Import",5,,,186106.56,191961.733,268573.646,
"H5","TMP"," Total","East Timor","IND","India","Import",5,,,12449.642,24402.374,45822.831,
"H5","TMP"," Total","East Timor","IRL","Ireland","Import",5,,,114.884,63.912,136.999,
"H5","TMP"," Total","East Timor","IRN","Iran, Islamic Rep.","Import",5,,,,0.002,0.253,
"H5","TMP"," Total","East Timor","ISL","Iceland","Import",5,,,0.828,1.022,0.413,
"H5","TMP"," Total","East Timor","ISR","Israel","Export",6,,,,0.371,,
"H5","TMP"," Total","East Timor","ISR","Israel","Import",5,,,53.62,61.716,179.555,
"H5","TMP"," Total","East Timor","ITA","Italy","Export",6,,,30.24,,56.1,
"H5","TMP"," Total","East Timor","ITA","Italy","Import",5,,,194.058,320.177,477.19,
"H5","TMP"," Total","East Timor","JAM","Jamaica","Import",5,,,0.044,,6.84,
"H5","TMP"," Total","East Timor","JOR","Jordan","Export",6,,,,,149.31,
"H5","TMP"," Total","East Timor","JOR","Jordan","Import",5,,,,1.035,0.842,
"H5","TMP"," Total","East Timor","JPN","Japan","Export",6,,,71172.389,119878.776,97220.047,
"H5","TMP"," Total","East Timor","JPN","Japan","Import",5,,,7750.443,6577.558,10393.533,
"H5","TMP"," Total","East Timor","KAZ","Kazakhstan","Import",5,,,,,0.001,
"H5","TMP"," Total","East Timor","KEN","Kenya","Export",6,,,,0.008,,
"H5","TMP"," Total","East Timor","KEN","Kenya","Import",5,,,842.876,45.63,0.03,
"H5","TMP"," Total","East Timor","KGZ","Kyrgyz Republic","Import",5,,,,,127.908,
"H5","TMP"," Total","East Timor","KHM","Cambodia","Export",6,,,,,0.904,
"H5","TMP"," Total","East Timor","KHM","Cambodia","Import",5,,,1.004,1.531,97.313,
"H5","TMP"," Total","East Timor","KIR","Kiribati","Import",5,,,0.086,,,
"H5","TMP"," Total","East Timor","KOR","Korea, Rep.","Export",6,,,26691.127,42507.932,99938.184,
"H5","TMP"," Total","East Timor","KOR","Korea, Rep.","Import",5,,,2763.709,718.732,7423.954,
"H5","TMP"," Total","East Timor","KWT","Kuwait","Export",6,,,,0.263,,
"H5","TMP"," Total","East Timor","LAO","Lao PDR","Import",5,,,0.001,0.368,2.807,
"H5","TMP"," Total","East Timor","LKA","Sri Lanka","Export",6,,,,,6.818,
"H5","TMP"," Total","East Timor","LKA","Sri Lanka","Import",5,,,93.069,85.378,223.795,
"H5","TMP"," Total","East Timor","LTU","Lithuania","Import",5,,,13.952,0.319,,
"H5","TMP"," Total","East Timor","LVA","Latvia","Import",5,,,0.036,5.013,,
"H5","TMP"," Total","East Timor","MAC","Macao","Export",6,,,230.832,,,
"H5","TMP"," Total","East Timor","MAC","Macao","Import",5,,,0.89,8.067,188.389,
"H5","TMP"," Total","East Timor","MAR","Morocco","Export",6,,,60.48,407.484,,
"H5","TMP"," Total","East Timor","MAR","Morocco","Import",5,,,,0.383,0.531,
"H5","TMP"," Total","East Timor","MDA","Moldova","Import",5,,,0.003,0.01,,
"H5","TMP"," Total","East Timor","MDV","Maldives","Import",5,,,,0.003,,
"H5","TMP"," Total","East Timor","MEX","Mexico","Import",5,,,9.139,11.078,68.602,
"H5","TMP"," Total","East Timor","MHL","Marshall Islands","Import",5,,,6.281,,,
"H5","TMP"," Total","East Timor","MLT","Malta","Import",5,,,0.001,,,
"H5","TMP"," Total","East Timor","MMR","Myanmar","Export",6,,,0.152,,,
"H5","TMP"," Total","East Timor","MMR","Myanmar","Import",5,,,1613.561,1120.574,1745.975,
"H5","TMP"," Total","East Timor","MNG","Mongolia","Import",5,,,0.001,0.001,,
"H5","TMP"," Total","East Timor","MOZ","Mozambique","Import",5,,,60.385,0.148,,
"H5","TMP"," Total","East Timor","MYS","Malaysia","Export",6,,,55014.617,46.543,108.899,
"H5","TMP"," Total","East Timor","MYS","Malaysia","Import",5,,,29125.598,23217.948,54502.982,
"H5","TMP"," Total","East Timor","NAM","Namibia","Import",5,,,,,0.006,
"H5","TMP"," Total","East Timor","NER","Niger","Import",5,,,0.003,0.009,,
"H5","TMP"," Total","East Timor","NGA","Nigeria","Import",5,,,0.004,,0.01,
"H5","TMP"," Total","East Timor","NIC","Nicaragua","Import",5,,,,0.002,,
"H5","TMP"," Total","East Timor","NLD","Netherlands","Export",6,,,0.124,18.236,79.336,
"H5","TMP"," Total","East Timor","NLD","Netherlands","Import",5,,,1505.129,3500.954,5889.403,
"H5","TMP"," Total","East Timor","NOR","Norway","Import",5,,,0.276,7.7,75.165,
"H5","TMP"," Total","East Timor","NPL","Nepal","Import",5,,,,,0.052,
"H5","TMP"," Total","East Timor","NZL","New Zealand","Export",6,,,401.653,574.469,364.982,
"H5","TMP"," Total","East Timor","NZL","New Zealand","Import",5,,,939.696,1571.098,1073.301,
"H5","TMP"," Total","East Timor","OAS","Other Asia, nes","Export",6,,,334.656,54.432,1591.79,
"H5","TMP"," Total","East Timor","OAS","Other Asia, nes","Import",5,,,13530.945,49604.015,94782.604,
"H5","TMP"," Total","East Timor","OMN","Oman","Import",5,,,,2.373,,
"H5","TMP"," Total","East Timor","PAK","Pakistan","Import",5,,,2086.955,983.955,2900.139,
"H5","TMP"," Total","East Timor","PAN","Panama","Import",5,,,,5.9,17.491,
"H5","TMP"," Total","East Timor","PER","Peru","Export",6,,,,,631.863,
"H5","TMP"," Total","East Timor","PER","Peru","Import",5,,,0.471,0.238,0.559,
"H5","TMP"," Total","East Timor","PHL","Philippines","Export",6,,,,0.041,14.823,
"H5","TMP"," Total","East Timor","PHL","Philippines","Import",5,,,370.542,353.758,442.288,
"H5","TMP"," Total","East Timor","PNG","Papua New Guinea","Export",6,,,,,6.155,
"H5","TMP"," Total","East Timor","PNG","Papua New Guinea","Import",5,,,37.955,0.001,3831.533,
"H5","TMP"," Total","East Timor","POL","Poland","Import",5,,,7.001,36.339,166.435,
"H5","TMP"," Total","East Timor","PRK","Korea, Dem. Rep.","Import",5,,,,441.615,38.834,
"H5","TMP"," Total","East Timor","PRT","Portugal","Export",6,,,0.084,942.742,709.305,
"H5","TMP"," Total","East Timor","PRT","Portugal","Import",5,,,3207.284,3949.578,5569.561,
"H5","TMP"," Total","East Timor","PRY","Paraguay","Import",5,,,0.001,0.002,,
"H5","TMP"," Total","East Timor","QAT","Qatar","Import",5,,,,0.011,0.001,
"H5","TMP"," Total","East Timor","ROM","Romania","Import",5,,,5.973,0.563,21.217,
"H5","TMP"," Total","East Timor","RUS","Russian Federation","Import",5,,,0.303,23.283,30.932,
"H5","TMP"," Total","East Timor","RWA","Rwanda","Import",5,,,0.035,0.001,,
"H5","TMP"," Total","East Timor","SAU","Saudi Arabia","Import",5,,,0.017,0.489,24.639,
"H5","TMP"," Total","East Timor","SGP","Singapore","Export",6,,,48158.357,129089.986,9890.012,
"H5","TMP"," Total","East Timor","SGP","Singapore","Import",5,,,51838.984,71907.187,89873.13,
"H5","TMP"," Total","East Timor","SLB","Solomon Islands","Import",5,,,3.784,,6.173,
"H5","TMP"," Total","East Timor","SUD","Sudan","Import",5,,,0.142,,,
"H5","TMP"," Total","East Timor","SUR","Suriname","Import",5,,,0.001,,,
"H5","TMP"," Total","East Timor","SVK","Slovak Republic","Import",5,,,0.082,,6.033,
"H5","TMP"," Total","East Timor","SVN","Slovenia","Import",5,,,2.188,0.879,66.573,
"H5","TMP"," Total","East Timor","SWE","Sweden","Export",6,,,,,16.674,
"H5","TMP"," Total","East Timor","SWE","Sweden","Import",5,,,54.461,1633.362,1264.716,
"H5","TMP"," Total","East Timor","SWZ","Eswatini","Import",5,,,4.554,0.045,37.095,
"H5","TMP"," Total","East Timor","TCA","Turks and Caicos Isl.","Import",5,,,,,0.058,
"H5","TMP"," Total","East Timor","TCD","Chad","Import",5,,,,0.575,,
"H5","TMP"," Total","East Timor","TGO","Togo","Import",5,,,0.001,,,
"H5","TMP"," Total","East Timor","THA","Thailand","Export",6,,,27621.866,30532.952,53.121,
"H5","TMP"," Total","East Timor","THA","Thailand","Import",5,,,3312.329,7421.942,16113.631,
"H5","TMP"," Total","East Timor","TKL","Tokelau","Import",5,,,,0.21,,
"H5","TMP"," Total","East Timor","TMP","East Timor","Import",5,,,0,0,0,
"H5","TMP"," Total","East Timor","TON","Tonga","Import",5,,,,0.001,,
"H5","TMP"," Total","East Timor","TTO","Trinidad and Tobago","Import",5,,,,0.879,,
"H5","TMP"," Total","East Timor","TUN","Tunisia","Import",5,,,,0.001,,
"H5","TMP"," Total","East Timor","TUR","Turkey","Export",6,,,,30.24,389.34,
"H5","TMP"," Total","East Timor","TUR","Turkey","Import",5,,,357.773,18.82,356.377,
"H5","TMP"," Total","East Timor","TZA","Tanzania","Export",6,,,0.158,,54.288,
"H5","TMP"," Total","East Timor","TZA","Tanzania","Import",5,,,,0.127,51.351,
"H5","TMP"," Total","East Timor","UGA","Uganda","Export",6,,,,,7.949,
"H5","TMP"," Total","East Timor","UGA","Uganda","Import",5,,,0.003,2.729,8.366,
"H5","TMP"," Total","East Timor","UKR","Ukraine","Import",5,,,0.381,42.688,116.804,
"H5","TMP"," Total","East Timor","UNS","Unspecified","Import",5,,,,,7.989,
"H5","TMP"," Total","East Timor","URY","Uruguay","Import",5,,,,0.44,0.458,
"H5","TMP"," Total","East Timor","USA","United States","Export",6,,,3706.208,9416.729,8063.835,
"H5","TMP"," Total","East Timor","USA","United States","Import",5,,,12488.33,11181.772,25014.419,
"H5","TMP"," Total","East Timor","VAT","Holy See","Import",5,,,0.001,,,
"H5","TMP"," Total","East Timor","VEN","Venezuela","Import",5,,,1.592,,0.244,
"H5","TMP"," Total","East Timor","VGB","British Virgin Islands","Import",5,,,14.238,,5.193,
"H5","TMP"," Total","East Timor","VNM","Vietnam","Export",6,,,527.058,19.328,138.18,
"H5","TMP"," Total","East Timor","VNM","Vietnam","Import",5,,,20625.716,25293.221,32437.157,
"H5","TMP"," Total","East Timor","VUT","Vanuatu","Import",5,,,1.445,0.013,,
"H5","TMP"," Total","East Timor","ZAF","South Africa","Export",6,,,,40.32,103.824,
"H5","TMP"," Total","East Timor","ZAF","South Africa","Import",5,,,327.357,485.105,610.572,
"H5","TMP"," Total","East Timor","ZMB","Zambia","Import",5,,,,0.001,,
"H5","TMP"," Total","East Timor","ZWE","Zimbabwe","Import",5,,,,,1.035,
"H5","TUN"," Total","Tunisia","AFG","Afghanistan","Export",6,172.638,0.022,,182.724,226.486,
"H5","TUN"," Total","Tunisia","AFG","Afghanistan","Import",5,260.415,136.428,436.602,393.862,117.951,
"H5","TUN"," Total","Tunisia","AGO","Angola","Export",6,5445.122,6308.84,4275.51,5377.231,9297.916,
"H5","TUN"," Total","Tunisia","AGO","Angola","Import",5,59.572,,144.326,456.199,18.971,
"H5","TUN"," Total","Tunisia","ALB","Albania","Export",6,7075.684,10654.895,8403.105,16549.467,11029.207,
"H5","TUN"," Total","Tunisia","ALB","Albania","Import",5,294.865,1096.72,1402.38,838.348,834.693,
"H5","TUN"," Total","Tunisia","AND","Andorra","Export",6,41.651,35.876,161.695,301.861,245.185,
"H5","TUN"," Total","Tunisia","AND","Andorra","Import",5,6.724,46.144,26.345,30.179,165.571,
"H5","TUN"," Total","Tunisia","ARE","United Arab Emirates","Export",6,80610.009,67236.959,61346.245,95068.863,123347.088,
"H5","TUN"," Total","Tunisia","ARE","United Arab Emirates","Import",5,164907.596,154870.236,126185.897,170160.762,371100.575,
"H5","TUN"," Total","Tunisia","ARG","Argentina","Export",6,8898.309,1341.439,13482.971,4890.947,6693.95,
"H5","TUN"," Total","Tunisia","ARG","Argentina","Import",5,74552.802,147215.389,140390.799,181738.309,251867.643,
"H5","TUN"," Total","Tunisia","ARM","Armenia","Export",6,160.621,66.214,122.979,90.932,143.989,
"H5","TUN"," Total","Tunisia","ARM","Armenia","Import",5,5.235,5.887,8.812,12.247,34.466,
"H5","TUN"," Total","Tunisia","ASM","American Samoa","Import",5,1.277,27.85,,29.687,239.107,
"H5","TUN"," Total","Tunisia","ATG","Antigua and Barbuda","Export",6,,,19.255,2.816,85.928,
"H5","TUN"," Total","Tunisia","ATG","Antigua and Barbuda","Import",5,4.346,5.699,1.497,39.242,,
"H5","TUN"," Total","Tunisia","AUS","Australia","Export",6,7047.428,6090.135,7625.302,23959.442,27599.196,
"H5","TUN"," Total","Tunisia","AUS","Australia","Import",5,7367.893,6243.464,5402.724,5663.724,3849.757,
"H5","TUN"," Total","Tunisia","AUT","Austria","Export",6,115419.47,114158.635,106155.631,97078.416,108820.985,
"H5","TUN"," Total","Tunisia","AUT","Austria","Import",5,123059.774,92900.762,89734.646,106441.408,104160.381,
"H5","TUN"," Total","Tunisia","AZE","Azerbaijan","Export",6,582.61,1413.215,1078.31,887.418,1919.267,
"H5","TUN"," Total","Tunisia","AZE","Azerbaijan","Import",5,305253.462,18370.653,293029.826,684189.52,590969.038,
"H5","TUN"," Total","Tunisia","BDI","Burundi","Export",6,681.078,425.696,284.207,518.139,276.124,
"H5","TUN"," Total","Tunisia","BDI","Burundi","Import",5,11.673,19.471,,14.958,2.925,
"H5","TUN"," Total","Tunisia","BEL","Belgium","Export",6,251675.235,254695.118,278939.613,311486.443,340146.003,
"H5","TUN"," Total","Tunisia","BEL","Belgium","Import",5,301966.321,275693.053,304988.086,350973.807,312712.664,
"H5","TUN"," Total","Tunisia","BEN","Benin","Export",6,6774.453,10271.898,8219.176,12620.117,17361.235,
"H5","TUN"," Total","Tunisia","BEN","Benin","Import",5,180.044,2.146,42.176,,4.135,
"H5","TUN"," Total","Tunisia","BFA","Burkina Faso","Export",6,19106.049,16932.359,25661.804,27830.492,28457.582,
"H5","TUN"," Total","Tunisia","BFA","Burkina Faso","Import",5,406.205,182.987,10.906,191.992,103.855,
"H5","TUN"," Total","Tunisia","BGD","Bangladesh","Export",6,86680.651,85670.257,59214.354,90633.504,152091.177,
"H5","TUN"," Total","Tunisia","BGD","Bangladesh","Import",5,11111.823,8854.047,12297.421,12558.231,16414.416,
"H5","TUN"," Total","Tunisia","BGR","Bulgaria","Export",6,7279.548,22743.989,16811.032,20000.767,35660.438,
"H5","TUN"," Total","Tunisia","BGR","Bulgaria","Import",5,106202.296,293954.685,165195.667,258467.888,218187.671,
"H5","TUN"," Total","Tunisia","BHR","Bahrain","Export",6,984.417,965.439,1381.755,1667.891,1872.435,
"H5","TUN"," Total","Tunisia","BHR","Bahrain","Import",5,15954.705,5571.446,11286.498,15972.771,33747.69,
"H5","TUN"," Total","Tunisia","BHS","Bahamas, The","Export",6,243.475,414.731,816.303,,250.636,
"H5","TUN"," Total","Tunisia","BHS","Bahamas, The","Import",5,0.415,3.234,,54.824,18.854,
"H5","TUN"," Total","Tunisia","BIH","Bosnia and Herzegovina","Export",6,468.42,616.219,883.358,573.509,751.738,
"H5","TUN"," Total","Tunisia","BIH","Bosnia and Herzegovina","Import",5,920.385,2118.298,9676.473,7582.097,632.52,
"H5","TUN"," Total","Tunisia","BLR","Belarus","Export",6,3.354,8.54,,44.196,0.062,
"H5","TUN"," Total","Tunisia","BLR","Belarus","Import",5,2461.686,8613.348,16976.475,60479.942,12097.671,
"H5","TUN"," Total","Tunisia","BLZ","Belize","Export",6,,,44.87,,,
"H5","TUN"," Total","Tunisia","BLZ","Belize","Import",5,455.069,408.675,11.196,121.646,7.706,
"H5","TUN"," Total","Tunisia","BMU","Bermuda","Export",6,,,,,0.063,
"H5","TUN"," Total","Tunisia","BMU","Bermuda","Import",5,,2.676,,1.087,1.11,
"H5","TUN"," Total","Tunisia","BOL","Bolivia","Export",6,14.188,21.205,,0.761,8.579,
"H5","TUN"," Total","Tunisia","BOL","Bolivia","Import",5,11.505,44.94,174.974,80.273,98.567,
"H5","TUN"," Total","Tunisia","BRA","Brazil","Export",6,13319.397,32823.37,30416.75,37520.965,81570.776,
"H5","TUN"," Total","Tunisia","BRA","Brazil","Import",5,344932.866,244630.476,281122.23,301719.383,373546.234,
"H5","TUN"," Total","Tunisia","BRB","Barbados","Export",6,28.968,,22.473,,,
"H5","TUN"," Total","Tunisia","BRB","Barbados","Import",5,3.925,14.557,1.919,6.506,4.657,
"H5","TUN"," Total","Tunisia","BRN","Brunei","Export",6,1.149,12.784,7.088,,59.154,
"H5","TUN"," Total","Tunisia","BRN","Brunei","Import",5,0.019,,8.15,,0.809,
"H5","TUN"," Total","Tunisia","BTN","Bhutan","Import",5,,,,11.377,3.13,
"H5","TUN"," Total","Tunisia","BUN","Bunkers","Export",6,,,,,346599.212,
"H5","TUN"," Total","Tunisia","BUN","Bunkers","Import",5,,,,,682688.755,
"H5","TUN"," Total","Tunisia","BWA","Botswana","Export",6,15.77,,,,,
"H5","TUN"," Total","Tunisia","BWA","Botswana","Import",5,2.276,2.031,6.006,0.078,0.622,
"H5","TUN"," Total","Tunisia","CAF","Central African Republic","Export",6,821.723,263.257,442.89,586.819,395.574,
"H5","TUN"," Total","Tunisia","CAF","Central African Republic","Import",5,,,,2.41,225.907,
"H5","TUN"," Total","Tunisia","CAN","Canada","Export",6,50226.868,54785.524,83107.88,91930.355,110131.822,
"H5","TUN"," Total","Tunisia","CAN","Canada","Import",5,41716.844,93675.652,144620.913,173432.717,100054.041,
"H5","TUN"," Total","Tunisia","CHE","Switzerland","Export",6,151358.436,86220.798,124609.081,202212.92,162680.163,
"H5","TUN"," Total","Tunisia","CHE","Switzerland","Import",5,227284.905,214099.489,216465.093,241758.627,244940.909,
"H5","TUN"," Total","Tunisia","CHL","Chile","Export",6,2336.452,3044.492,1507.533,616.652,1619.688,
"H5","TUN"," Total","Tunisia","CHL","Chile","Import",5,3957.557,3367.377,3138.484,4490.138,6519.034,
"H5","TUN"," Total","Tunisia","CHN","China","Export",6,108773.902,46646.841,44047.067,74787.667,42874.843,
"H5","TUN"," Total","Tunisia","CHN","China","Import",5,2159290.62,2041662.241,1973325.2,2338352.382,2792091.4,
"H5","TUN"," Total","Tunisia","CIV","Cote d'Ivoire","Export",6,67566.474,55733.87,53559.398,85036.2,75991.073,
"H5","TUN"," Total","Tunisia","CIV","Cote d'Ivoire","Import",5,2307.099,17723.534,11929.522,7421.872,9705.383,
"H5","TUN"," Total","Tunisia","CMR","Cameroon","Export",6,24826.081,26820.828,31464.58,34455.782,34787.452,
"H5","TUN"," Total","Tunisia","CMR","Cameroon","Import",5,1164.622,1967.742,1322.603,1709.503,2496.423,
"H5","TUN"," Total","Tunisia","COG","Congo, Rep.","Export",6,9318.85,9668.123,11875.793,15667.616,14489.356,
"H5","TUN"," Total","Tunisia","COG","Congo, Rep.","Import",5,867.017,309.797,100.055,37.424,41.917,
"H5","TUN"," Total","Tunisia","COL","Colombia","Export",6,676.426,1964.227,1150.819,2192.415,1867.027,
"H5","TUN"," Total","Tunisia","COL","Colombia","Import",5,3608.991,4060.424,3053.848,3346.389,3031.274,
