"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","TradeFlowName","TradeFlowCode","2018 in 1000 USD ","2019 in 1000 USD ","2020 in 1000 USD ","2021 in 1000 USD ","2022 in 1000 USD ","2023 in 1000 USD "
"H5","FIN"," Total","Finland","FJI","Fiji","Import",5,47.19,50.541,22.867,12.049,52.661,185.142
"H5","FIN"," Total","Finland","FLK","Falkland Island","Export",6,,3.245,2.999,1.568,0.119,4.512
"H5","FIN"," Total","Finland","FLK","Falkland Island","Import",5,0.061,,0.049,13.727,1.498,1.055
"H5","FIN"," Total","Finland","FRA","France","Export",6,2078813.536,2122208.696,2057635.788,2436673.179,2636746.332,2712086.783
"H5","FIN"," Total","Finland","FRA","France","Import",5,2309021.092,2357783.86,2157269.929,2091626.036,2040625.119,2089356.907
"H5","FIN"," Total","Finland","FRO","Faeroe Islands","Export",6,5685.918,17620.95,2158.585,4816.142,5960.795,2723.752
"H5","FIN"," Total","Finland","FRO","Faeroe Islands","Import",5,657.516,104.216,216.571,3486.238,103.465,137.776
"H5","FIN"," Total","Finland","FSM","Micronesia, Fed. Sts.","Export",6,,0.101,,,3.094,
"H5","FIN"," Total","Finland","FSM","Micronesia, Fed. Sts.","Import",5,,,0.083,0.705,2.941,1.635
"H5","FIN"," Total","Finland","GAB","Gabon","Export",6,429.971,196.575,797.622,1472.995,319.371,733.403
"H5","FIN"," Total","Finland","GAB","Gabon","Import",5,0.398,97.448,2.367,167.617,260.188,140.52
"H5","FIN"," Total","Finland","GBR","United Kingdom","Export",6,3211434.872,2877362.02,2462883.108,2978468.889,3056678.035,2793713.119
"H5","FIN"," Total","Finland","GBR","United Kingdom","Import",5,2076166.176,1879062.81,1807041.13,1632932.022,2268639.328,2008663.427
"H5","FIN"," Total","Finland","GEO","Georgia","Export",6,14186.464,15591.187,13294.84,19109.509,24948.312,31530.98
"H5","FIN"," Total","Finland","GEO","Georgia","Import",5,1363.232,1312.552,1933.546,2745.825,5019.113,3339.824
"H5","FIN"," Total","Finland","GHA","Ghana","Export",6,107010.174,54981.768,40313.449,51874.163,76460.84,66294.431
"H5","FIN"," Total","Finland","GHA","Ghana","Import",5,765.396,1552.868,999.58,1187.014,1250.467,1214.291
"H5","FIN"," Total","Finland","GIB","Gibraltar","Export",6,21531.657,63680.889,41774.951,62551.072,745.011,596.374
"H5","FIN"," Total","Finland","GIB","Gibraltar","Import",5,7.78,9.056,12.419,11.188,2.314,15.101
"H5","FIN"," Total","Finland","GIN","Guinea","Export",6,13728.958,610.914,422.655,350.745,3716.402,1920.788
"H5","FIN"," Total","Finland","GIN","Guinea","Import",5,33.077,7.377,10.536,0.829,1.664,0.8
"H5","FIN"," Total","Finland","GMB","Gambia, The","Export",6,1612.824,1610.157,1855.563,1744.862,680.673,1291.557
"H5","FIN"," Total","Finland","GMB","Gambia, The","Import",5,46.091,52.926,2.009,4.04,3.356,41.708
"H5","FIN"," Total","Finland","GNB","Guinea-Bissau","Export",6,41.249,2.498,27.774,0.057,,11.154
"H5","FIN"," Total","Finland","GNB","Guinea-Bissau","Import",5,,0.02,,0.348,,275.003
"H5","FIN"," Total","Finland","GNQ","Equatorial Guinea","Export",6,3.195,18355.361,32.091,7.989,6.834,3562.763
"H5","FIN"," Total","Finland","GNQ","Equatorial Guinea","Import",5,1.61,,1.757,3.754,3.575,0.101
"H5","FIN"," Total","Finland","GRC","Greece","Export",6,153644.332,148730.69,146835.003,205297.752,214452.655,244647.771
"H5","FIN"," Total","Finland","GRC","Greece","Import",5,94828.691,97085.013,89790.366,126366.58,138011.015,134250.424
"H5","FIN"," Total","Finland","GRD","Grenada","Export",6,16.584,393.977,6.941,4778.147,45.958,31.205
"H5","FIN"," Total","Finland","GRD","Grenada","Import",5,0.721,1.543,0.023,2.893,0.035,3.105
"H5","FIN"," Total","Finland","GRL","Greenland","Export",6,2837.495,4495.849,11034.822,3488.903,3984.319,5936.385
"H5","FIN"," Total","Finland","GRL","Greenland","Import",5,1812.052,735.259,414.121,320.803,1154.691,836.077
"H5","FIN"," Total","Finland","GTM","Guatemala","Export",6,14043.146,17616.119,13415.173,21785.139,40323.962,33549.954
"H5","FIN"," Total","Finland","GTM","Guatemala","Import",5,9350.959,10487.23,11463.43,10899.994,14311.976,23824.744
"H5","FIN"," Total","Finland","GUM","Guam","Export",6,107.538,275.908,117.548,553.54,116.035,116.212
"H5","FIN"," Total","Finland","GUM","Guam","Import",5,1.13,0.575,0.869,1.392,0.063,0.154
"H5","FIN"," Total","Finland","GUY","Guyana","Export",6,755.618,6585.291,25169.746,3178.444,1501.324,1952.119
"H5","FIN"," Total","Finland","GUY","Guyana","Import",5,225.677,451.403,267.898,447.712,502.938,52076.473
"H5","FIN"," Total","Finland","HKG","Hong Kong, China","Export",6,147864.474,149514.63,106592.188,157872.464,98725.249,108991.742
"H5","FIN"," Total","Finland","HKG","Hong Kong, China","Import",5,222244.459,143090.604,87839.053,73100.314,106923.969,72983.361
"H5","FIN"," Total","Finland","HMD","Heard Island and McDonald Isla","Import",5,,,,,,0.038
"H5","FIN"," Total","Finland","HND","Honduras","Export",6,1582.891,2339.971,4057.488,3015.601,2484.067,5004.626
"H5","FIN"," Total","Finland","HND","Honduras","Import",5,21423.235,23014.628,25765.44,28429.593,37518.25,32946.867
"H5","FIN"," Total","Finland","HRV","Croatia","Export",6,35998.112,49115.124,38470.294,47796.059,64562.204,66227.155
"H5","FIN"," Total","Finland","HRV","Croatia","Import",5,68079.637,30932.386,33513.685,51655.106,50471.856,60535.753
"H5","FIN"," Total","Finland","HTI","Haiti","Export",6,367.407,388.462,121.688,340.002,165.098,202.537
"H5","FIN"," Total","Finland","HTI","Haiti","Import",5,166.421,139.816,165.719,143.381,144.834,128.6
"H5","FIN"," Total","Finland","HUN","Hungary","Export",6,342099.658,280952.115,220672.709,261845.741,273706.012,266435.479
"H5","FIN"," Total","Finland","HUN","Hungary","Import",5,508391.754,506078.941,493356.827,527550.498,526407.263,495635.413
"H5","FIN"," Total","Finland","IDN","Indonesia","Export",6,409228.014,247023.591,170239.787,271892.581,300781.273,626343.88
"H5","FIN"," Total","Finland","IDN","Indonesia","Import",5,193965.324,196970.142,175166.203,225383.931,253256.886,202718.984
"H5","FIN"," Total","Finland","IND","India","Export",6,610566.226,548378.292,522924.686,637353.949,794526.057,900798.639
"H5","FIN"," Total","Finland","IND","India","Import",5,415790.992,397534.012,402099.765,489531.785,658458.176,635099.096
"H5","FIN"," Total","Finland","IOT","British Indian Ocean Ter.","Import",5,,,0.304,3.837,7.994,2.033
"H5","FIN"," Total","Finland","IRL","Ireland","Export",6,146847.912,190844.495,325491.93,830160.88,245622.776,245365.419
"H5","FIN"," Total","Finland","IRL","Ireland","Import",5,592847.354,624539.515,638087.873,798544.885,671576.627,626452.149
"H5","FIN"," Total","Finland","IRN","Iran, Islamic Rep.","Export",6,160105.106,22994.097,6156.422,2553.652,1480.183,1719.304
"H5","FIN"," Total","Finland","IRN","Iran, Islamic Rep.","Import",5,4661.867,3744.545,5018.342,3095.767,3235.476,2040.585
"H5","FIN"," Total","Finland","IRQ","Iraq","Export",6,11877.001,43629.171,15953.441,6969.936,35245.732,21333.155
"H5","FIN"," Total","Finland","IRQ","Iraq","Import",5,87.714,19.933,106.16,29.375,26.914,45.713
"H5","FIN"," Total","Finland","ISL","Iceland","Export",6,58453.964,57909.999,53998.294,58197.1,82556.878,72174.468
"H5","FIN"," Total","Finland","ISL","Iceland","Import",5,13746.526,9232.847,15887.468,23234.259,32545.495,27652.983
"H5","FIN"," Total","Finland","ISR","Israel","Export",6,212341.16,195187.067,207910.085,226909.112,235576.874,205111.586
"H5","FIN"," Total","Finland","ISR","Israel","Import",5,76024.642,65039.605,63819.588,77058.952,104400.531,120029.202
"H5","FIN"," Total","Finland","ITA","Italy","Export",6,1693568.936,2590241.477,1604967.679,3458515.781,2515392.837,2283290.955
"H5","FIN"," Total","Finland","ITA","Italy","Import",5,2081860.837,2012151.631,1956756.311,2382089.552,2476223.713,2468955.261
"H5","FIN"," Total","Finland","JAM","Jamaica","Export",6,2163.279,1437.872,1043.238,2390.004,2293.565,847.204
"H5","FIN"," Total","Finland","JAM","Jamaica","Import",5,1368.738,1603.136,1653.538,1813.285,1755.797,1526.564
"H5","FIN"," Total","Finland","JOR","Jordan","Export",6,62061.521,53624.489,35027.397,38311.353,46475.74,35780.636
"H5","FIN"," Total","Finland","JOR","Jordan","Import",5,1136.171,1561.706,1860.728,2863.926,98334.185,86967.442
"H5","FIN"," Total","Finland","JPN","Japan","Export",6,1181874.657,1297767.682,1014078.777,1434008.992,1428172.496,1161080.201
"H5","FIN"," Total","Finland","JPN","Japan","Import",5,877129.365,841584.42,805454.568,924247.022,978421.612,908193.949
"H5","FIN"," Total","Finland","KAZ","Kazakhstan","Export",6,128768.447,155322.396,89784.797,120675.034,259734.475,296167.895
"H5","FIN"," Total","Finland","KAZ","Kazakhstan","Import",5,141179.156,11827.106,3378.263,9577.106,196029.198,7482.341
"H5","FIN"," Total","Finland","KEN","Kenya","Export",6,28811.405,45055.706,46869.462,64277.102,68721.443,88495.27
"H5","FIN"," Total","Finland","KEN","Kenya","Import",5,21038.278,23676.286,23334.523,22101.651,25265.622,19453.784
"H5","FIN"," Total","Finland","KGZ","Kyrgyz Republic","Export",6,3090.221,4184.898,3335.653,3743.075,30778.944,121292.326
"H5","FIN"," Total","Finland","KGZ","Kyrgyz Republic","Import",5,31.565,140.815,73.973,95.162,158.583,193.546
"H5","FIN"," Total","Finland","KHM","Cambodia","Export",6,26518.684,42982.189,30019.795,118098.113,64699.463,119251.64
"H5","FIN"," Total","Finland","KHM","Cambodia","Import",5,56410.828,53198.031,47972.193,55385.147,59126.903,53211.755
"H5","FIN"," Total","Finland","KIR","Kiribati","Export",6,45.667,40.51,51.627,26.73,777.671,242.372
"H5","FIN"," Total","Finland","KIR","Kiribati","Import",5,,,0.292,0.872,0.07,0.036
"H5","FIN"," Total","Finland","KNA","St. Kitts and Nevis","Export",6,1.304,96.12,334.401,5120.69,46.837,2.076
"H5","FIN"," Total","Finland","KNA","St. Kitts and Nevis","Import",5,0.857,3.278,0.279,1.02,4.628,1.197
"H5","FIN"," Total","Finland","KOR","Korea, Rep.","Export",6,854200.332,809277.077,724326.257,793976.043,906439.261,819276.016
"H5","FIN"," Total","Finland","KOR","Korea, Rep.","Import",5,890906.895,802538.037,533122.605,808737.785,777669.997,826615.56
"H5","FIN"," Total","Finland","KWT","Kuwait","Export",6,19549.275,20787.459,20969.245,18763.665,20466.865,15935.72
"H5","FIN"," Total","Finland","KWT","Kuwait","Import",5,136.118,334.462,23205.669,205.438,17464.737,144.086
"H5","FIN"," Total","Finland","LAO","Lao PDR","Export",6,1986.978,1285.241,4581.27,1246.387,1691.971,2736.481
"H5","FIN"," Total","Finland","LAO","Lao PDR","Import",5,1344.321,1650.567,2257.737,2224.376,2722.854,3007.994
"H5","FIN"," Total","Finland","LBN","Lebanon","Export",6,41323.485,21811.716,13167.505,12224.397,11976.65,11750.238
"H5","FIN"," Total","Finland","LBN","Lebanon","Import",5,977.522,1032.964,765.325,1115.866,736.097,1048.593
"H5","FIN"," Total","Finland","LBR","Liberia","Export",6,1568.511,170.949,751.233,1490.781,891.293,5412.502
"H5","FIN"," Total","Finland","LBR","Liberia","Import",5,0.976,,0.078,,2521.441,581.349
"H5","FIN"," Total","Finland","LBY","Libya","Export",6,816.188,507.877,614.793,1731.06,2305.205,4088.981
"H5","FIN"," Total","Finland","LBY","Libya","Import",5,1.073,0.085,,0.08,0.281,2.154
"H5","FIN"," Total","Finland","LCA","St. Lucia","Export",6,490.165,250.245,50.404,9.976,358.742,1851.302
"H5","FIN"," Total","Finland","LCA","St. Lucia","Import",5,0.616,,0.006,4.914,1.56,0.59
"H5","FIN"," Total","Finland","LKA","Sri Lanka","Export",6,6577.264,6249.207,6221.427,11172.099,13622.823,7761.756
"H5","FIN"," Total","Finland","LKA","Sri Lanka","Import",5,29786.946,28704.157,29741.153,33411.006,34067.984,30070.191
"H5","FIN"," Total","Finland","LSO","Lesotho","Export",6,,1.185,8.455,3.021,,329.699
"H5","FIN"," Total","Finland","LSO","Lesotho","Import",5,0.218,11.645,0.548,,0.025,0.37
"H5","FIN"," Total","Finland","LTU","Lithuania","Export",6,652176.271,656406.92,637664.726,918998.175,1002125.19,901578.953
"H5","FIN"," Total","Finland","LTU","Lithuania","Import",5,522754.378,558845.287,601068.163,654896.716,756632.75,694583.422
"H5","FIN"," Total","Finland","LUX","Luxembourg","Export",6,26172.491,24036.88,30935.067,42183.308,45531.228,82242.03
"H5","FIN"," Total","Finland","LUX","Luxembourg","Import",5,87564.36,89417.412,76480.016,106313.765,129020.314,104992.766
"H5","FIN"," Total","Finland","LVA","Latvia","Export",6,718677.448,683669.13,625562.739,772561.443,852734.994,858770.984
"H5","FIN"," Total","Finland","LVA","Latvia","Import",5,301053.432,307048.742,305161.876,362567.823,441070.579,538342.094
"H5","FIN"," Total","Finland","MAC","Macao","Export",6,5228.151,7333.769,966.703,2101.052,2168.012,2378.334
"H5","FIN"," Total","Finland","MAC","Macao","Import",5,318.539,284.954,287.379,176.84,209.937,252.437
"H5","FIN"," Total","Finland","MAR","Morocco","Export",6,428334.591,167649.488,159236,130022.936,140661.4,151474.444
"H5","FIN"," Total","Finland","MAR","Morocco","Import",5,32258.921,27009.502,25618.819,46077.868,61867.553,56234.814
"H5","FIN"," Total","Finland","MDA","Moldova","Export",6,10086.35,10279.442,7890.772,10473.152,13358.911,12643.388
"H5","FIN"," Total","Finland","MDA","Moldova","Import",5,1642.82,2499.709,3782.866,4297.921,6417.326,4313.21
"H5","FIN"," Total","Finland","MDG","Madagascar","Export",6,407.916,2543.24,586.992,2492.611,605.376,1027.5
"H5","FIN"," Total","Finland","MDG","Madagascar","Import",5,6516.36,6691.777,4313.348,4666.584,7330.869,4403.671
"H5","FIN"," Total","Finland","MDV","Maldives","Export",6,17008.026,1193.748,1022.886,1907.768,1888.194,2598.028
"H5","FIN"," Total","Finland","MDV","Maldives","Import",5,466.851,251.659,312.877,171.061,263.372,717.211
"H5","FIN"," Total","Finland","MEX","Mexico","Export",6,498443.686,426629.79,290827.461,385187.304,655465.504,465648.913
"H5","FIN"," Total","Finland","MEX","Mexico","Import",5,289370.832,332238.679,302258.556,407200.753,297204.504,311477.362
"H5","FIN"," Total","Finland","MHL","Marshall Islands","Export",6,8073.503,,559.93,1364.568,30.517,1171.134
"H5","FIN"," Total","Finland","MHL","Marshall Islands","Import",5,,,4.72,0.153,100.774,0.032
"H5","FIN"," Total","Finland","MKD","North Macedonia","Export",6,9839.682,5853.322,3811.382,2792.166,4247.278,9515.044
"H5","FIN"," Total","Finland","MKD","North Macedonia","Import",5,4006.859,4663.588,20514.464,35229.677,39056.055,45395.161
"H5","FIN"," Total","Finland","MLI","Mali","Export",6,19498.649,17584.711,19319.421,7301.829,16933.88,23925.351
"H5","FIN"," Total","Finland","MLI","Mali","Import",5,264.022,268.237,451.942,924.625,342.219,58.017
"H5","FIN"," Total","Finland","MLT","Malta","Export",6,14575.28,19195.33,11481.986,33992.077,11606.345,12680.551
"H5","FIN"," Total","Finland","MLT","Malta","Import",5,14886.825,14108.599,7678.408,11785.419,8808.444,9819.214
"H5","FIN"," Total","Finland","MMR","Myanmar","Export",6,22737.589,8878.727,30267.532,2701.529,1857.909,1563.096
"H5","FIN"," Total","Finland","MMR","Myanmar","Import",5,23182.232,35389.934,37590.644,36817.85,41717.658,34312.857
"H5","FIN"," Total","Finland","MNG","Mongolia","Export",6,5106.637,10128.353,11666.891,22580.212,20223.845,37129.414
"H5","FIN"," Total","Finland","MNG","Mongolia","Import",5,167.808,1850.886,154.162,39.64,9446.024,22763.487
"H5","FIN"," Total","Finland","MNP","Northern Mariana Islands","Export",6,1.132,0.085,75.352,0.199,0.071,
"H5","FIN"," Total","Finland","MNP","Northern Mariana Islands","Import",5,0.099,1.998,0.027,0.096,0.056,
"H5","FIN"," Total","Finland","MNT","Montenegro","Export",6,2442.81,683.779,1086.664,2441.767,679.439,612.141
"H5","FIN"," Total","Finland","MNT","Montenegro","Import",5,372.679,378.188,56.032,118.482,155.753,71.13
"H5","FIN"," Total","Finland","MOZ","Mozambique","Export",6,12930.601,2392.925,2018.873,6996.416,5355.259,3694.674
"H5","FIN"," Total","Finland","MOZ","Mozambique","Import",5,6073.751,3979.698,4479.66,10707.218,4960.924,2026.813
"H5","FIN"," Total","Finland","MRT","Mauritania","Export",6,1820.757,7329.119,30283.302,7882.062,1947.309,3168.107
"H5","FIN"," Total","Finland","MRT","Mauritania","Import",5,44.339,37.939,7.082,11.708,1.463,42.926
"H5","FIN"," Total","Finland","MSR","Montserrat","Export",6,,,0.001,,,
"H5","FIN"," Total","Finland","MSR","Montserrat","Import",5,,18.669,,0.309,0.658,
"H5","FIN"," Total","Finland","MUS","Mauritius","Export",6,3213.531,1482.887,1625.048,1231.039,1644.473,2257.895
"H5","FIN"," Total","Finland","MUS","Mauritius","Import",5,16932.556,16616.39,12181.05,12127.633,10345.051,7622.617
"H5","FIN"," Total","Finland","MWI","Malawi","Export",6,1727.586,4754.155,2523.717,1803.926,2102.75,1976.345
"H5","FIN"," Total","Finland","MWI","Malawi","Import",5,599.676,835.629,766.368,560.373,553.499,335.812
"H5","FIN"," Total","Finland","MYS","Malaysia","Export",6,149764.984,151216.938,176909.773,151336.076,173167.48,174499.41
"H5","FIN"," Total","Finland","MYS","Malaysia","Import",5,319862.331,378900.389,353042.785,573836.329,522248.207,370391.35
"H5","FIN"," Total","Finland","NAM","Namibia","Export",6,1765.96,9371.613,26177.622,49689.818,56172.08,19004.016
"H5","FIN"," Total","Finland","NAM","Namibia","Import",5,13596.746,1903.724,1029.122,539.797,998.079,804.821
"H5","FIN"," Total","Finland","NCL","New Caledonia","Export",6,1422.136,4435.563,2539.209,4125.663,1715.723,4031.431
"H5","FIN"," Total","Finland","NCL","New Caledonia","Import",5,1.271,3.995,2.328,1.508,5.08,7.672
"H5","FIN"," Total","Finland","NER","Niger","Export",6,210.965,271.581,327.858,439.811,1314.073,359.574
"H5","FIN"," Total","Finland","NER","Niger","Import",5,56.03,2.817,88.927,346.75,397.602,309.881
"H5","FIN"," Total","Finland","NGA","Nigeria","Export",6,37022.319,100061.461,56397.374,28553.963,104466.956,42271.663
"H5","FIN"," Total","Finland","NGA","Nigeria","Import",5,174.759,340.27,206.805,728.77,1665.942,1721.969
"H5","FIN"," Total","Finland","NIC","Nicaragua","Export",6,497.103,355.521,828.163,1172.34,397.065,932.96
"H5","FIN"," Total","Finland","NIC","Nicaragua","Import",5,8269.2,11225.279,8175.322,5209.694,9792.471,6737.052
"H5","FIN"," Total","Finland","NIU","Niue","Import",5,0.117,,,0.046,0.157,
"H5","FIN"," Total","Finland","NLD","Netherlands","Export",6,4881720.461,4336926.778,4283623.018,4968810.703,6138472.981,6585509.559
"H5","FIN"," Total","Finland","NLD","Netherlands","Import",5,3637105.93,3286063.09,3134807.469,3856888.339,4527593.037,3905824.438
"H5","FIN"," Total","Finland","NOR","Norway","Export",6,1973809.846,1899660.232,1747343.169,2045329.549,2389766.688,2434746.724
"H5","FIN"," Total","Finland","NOR","Norway","Import",5,2191814.347,1616485.079,1601597.906,1964072.061,6684953.186,6378465.132
"H5","FIN"," Total","Finland","NPL","Nepal","Export",6,773.584,528.924,472.657,1115.302,436.864,426.683
"H5","FIN"," Total","Finland","NPL","Nepal","Import",5,1258.469,785.133,684.951,644.423,844.732,767.534
"H5","FIN"," Total","Finland","NRU","Nauru","Import",5,27.271,14.034,3.371,39.589,55.359,0.017
"H5","FIN"," Total","Finland","NZL","New Zealand","Export",6,95060.431,94909.693,72251.608,88756.842,100553.714,92963.881
"H5","FIN"," Total","Finland","NZL","New Zealand","Import",5,37189.303,32200.642,28718.295,36925.708,27305.729,29806.956
"H5","FIN"," Total","Finland","OAS","Other Asia, nes","Export",6,257079.194,249503.318,283955.745,354534.902,274499.577,193318.087
"H5","FIN"," Total","Finland","OAS","Other Asia, nes","Import",5,410092.885,407969.418,402546.73,583140.058,956803.568,1150575.76
"H5","FIN"," Total","Finland","OMN","Oman","Export",6,26680.794,25738.579,21758.593,19179.678,17786.905,23473.701
"H5","FIN"," Total","Finland","OMN","Oman","Import",5,2205.272,43789.517,180.211,349.107,13426.793,21853.501
"H5","FIN"," Total","Finland","PAK","Pakistan","Export",6,84901.592,48582.735,51082.314,125842.677,100664.674,51616.999
"H5","FIN"," Total","Finland","PAK","Pakistan","Import",5,63767.234,71164.594,66770.38,72204.087,83492.223,70735.895
"H5","FIN"," Total","Finland","PAN","Panama","Export",6,12744.142,11153.196,10160.253,11563.537,16147.562,18844.299
"H5","FIN"," Total","Finland","PAN","Panama","Import",5,18208.122,35080.476,26746.572,28578.236,15697.256,9670.735
"H5","FIN"," Total","Finland","PCN","Pitcairn","Import",5,,,,0.135,0.555,0.094
"H5","FIN"," Total","Finland","PER","Peru","Export",6,104154.637,106801.259,83494.632,80660.118,92124.44,92428.313
"H5","FIN"," Total","Finland","PER","Peru","Import",5,106103.625,107117.677,187470.23,162218.017,199233.803,273670.831
"H5","FIN"," Total","Finland","PHL","Philippines","Export",6,187262.059,166548.555,161612.527,211961.275,152477.733,122536.28
"H5","FIN"," Total","Finland","PHL","Philippines","Import",5,104361.022,113183.953,110555.091,188979.73,207440.938,131320.466
"H5","FIN"," Total","Finland","PLW","Palau","Export",6,10.099,28.76,44.606,35.968,76.844,27.62
"H5","FIN"," Total","Finland","PLW","Palau","Import",5,,,,0.125,20.068,
"H5","FIN"," Total","Finland","PNG","Papua New Guinea","Export",6,22400.415,1127.402,452.849,1264.013,758.124,3622.676
"H5","FIN"," Total","Finland","PNG","Papua New Guinea","Import",5,387.086,94.032,395.882,25951.373,81109.877,85127.599
"H5","FIN"," Total","Finland","POL","Poland","Export",6,1980253.421,1937271.352,1817533.331,2355141.012,2609789.364,2786207.563
"H5","FIN"," Total","Finland","POL","Poland","Import",5,2179776.808,2091530.964,2067026.345,2624484.158,2843578.054,2793472.893
"H5","FIN"," Total","Finland","PRK","Korea, Dem. Rep.","Export",6,,1.912,,,,
"H5","FIN"," Total","Finland","PRK","Korea, Dem. Rep.","Import",5,,0.824,1.258,47.641,116.702,983.906
"H5","FIN"," Total","Finland","PRT","Portugal","Export",6,222924.719,200014.831,188535.358,227828.095,250157.61,275362.877
"H5","FIN"," Total","Finland","PRT","Portugal","Import",5,403791.191,402338.861,362971.774,560963.491,542145.484,438177.171
"H5","FIN"," Total","Finland","PRY","Paraguay","Export",6,14708.071,13803.187,10115.129,4183.319,12979.336,3921.594
"H5","FIN"," Total","Finland","PRY","Paraguay","Import",5,684.087,198.445,200.739,316.625,7621.709,8526.734
"H5","FIN"," Total","Finland","PSE","Occ.Pal.Terr","Export",6,748.574,830.447,1223.81,1190.507,796.035,1008.555
"H5","FIN"," Total","Finland","PSE","Occ.Pal.Terr","Import",5,61.908,34.988,95.639,94.13,140.211,105.433
"H5","FIN"," Total","Finland","PYF","French Polynesia","Export",6,1315.43,441.624,231.709,1528.537,1042.282,518.225
"H5","FIN"," Total","Finland","PYF","French Polynesia","Import",5,0.455,0.476,1.515,0.118,7.175,2.875
"H5","FIN"," Total","Finland","QAT","Qatar","Export",6,32854.023,28639.496,33857.166,28399.365,40024.168,29976.22
"H5","FIN"," Total","Finland","QAT","Qatar","Import",5,35122.923,25541.983,12511.678,28912.015,183699.383,150195.289
"H5","FIN"," Total","Finland","ROM","Romania","Export",6,193851.963,200096.713,178177.844,195657.119,254172.594,318532.916
"H5","FIN"," Total","Finland","ROM","Romania","Import",5,295919.368,295150.496,308182.087,363806.29,333360.627,279383.111
"H5","FIN"," Total","Finland","RUS","Russian Federation","Export",6,3852138.728,4016721.187,3416376.214,4361438.956,2180649.594,712567.85
"H5","FIN"," Total","Finland","RUS","Russian Federation","Import",5,10892061.565,10007141.717,6675076.402,10051971.186,6462110.283,1485693.397
"H5","FIN"," Total","Finland","RWA","Rwanda","Export",6,3933.173,884.764,845.236,840.168,985.689,1687.323
"H5","FIN"," Total","Finland","RWA","Rwanda","Import",5,2152.71,3362.152,2986.361,3385.346,8147.505,5298.821
"H5","FIN"," Total","Finland","SAU","Saudi Arabia","Export",6,216663.882,285225.981,370918.4,350572.261,313659.768,363304.867
"H5","FIN"," Total","Finland","SAU","Saudi Arabia","Import",5,38492.211,24920.825,22893.775,35374.911,32610.835,14928.418
"H5","FIN"," Total","Finland","SEN","Senegal","Export",6,21126.216,13301.733,33557.257,24794.746,12463.198,31194.966
"H5","FIN"," Total","Finland","SEN","Senegal","Import",5,723.623,693.655,522.202,303.042,602.239,148.735
"H5","FIN"," Total","Finland","SER","Serbia, FR(Serbia/Montenegro)","Export",6,36761.933,39355.716,64845.12,86932.685,82615.203,104858.932
"H5","FIN"," Total","Finland","SER","Serbia, FR(Serbia/Montenegro)","Import",5,40267.043,38306.81,44627.509,61855.952,213442.893,96176.872
"H5","FIN"," Total","Finland","SGP","Singapore","Export",6,210384.015,258175.467,224040.724,212676.535,204388.304,242323.441
"H5","FIN"," Total","Finland","SGP","Singapore","Import",5,196924.54,144516.757,130468.633,294073.211,317851.788,500479.434
"H5","FIN"," Total","Finland","SGS","South Georgia and the South Sa","Import",5,,,,,0.031,
"H5","FIN"," Total","Finland","SHN","Saint Helena","Import",5,0.061,0.034,0.039,1.396,,0.358
"H5","FIN"," Total","Finland","SLB","Solomon Islands","Export",6,40.773,9.393,6.135,89.273,6.06,
"H5","FIN"," Total","Finland","SLB","Solomon Islands","Import",5,,,,0.796,0.029,
"H5","FIN"," Total","Finland","SLE","Sierra Leone","Export",6,284.476,1119.949,122.64,2101.966,612.696,263.974
"H5","FIN"," Total","Finland","SLE","Sierra Leone","Import",5,134.08,602.963,549.69,1142.787,754.676,648.657
"H5","FIN"," Total","Finland","SLV","El Salvador","Export",6,8791.254,8334.309,72362.003,12692.359,9853.552,9426.996
"H5","FIN"," Total","Finland","SLV","El Salvador","Import",5,1860.707,2360.942,2070.149,1761.773,3989.735,2941.491
"H5","FIN"," Total","Finland","SMR","San Marino","Export",6,1471.25,1442.383,809.622,1947.524,2477.8,4562.328
"H5","FIN"," Total","Finland","SMR","San Marino","Import",5,627.394,636.211,642.398,831.638,901.608,1248.912
"H5","FIN"," Total","Finland","SOM","Somalia","Export",6,221.779,338.534,319.785,59.413,371.563,453.124
"H5","FIN"," Total","Finland","SOM","Somalia","Import",5,0.039,0.131,0.7,0.245,0.718,
"H5","FIN"," Total","Finland","SPE","Special Categories","Export",6,,5.786,231.862,828.932,4874.588,55.857
"H5","FIN"," Total","Finland","SPE","Special Categories","Import",5,,54248.723,88750.968,80646.132,115019.19,143629.827
"H5","FIN"," Total","Finland","SPM","Saint Pierre and Miquelon","Export",6,2.116,2.895,1.251,3.134,,
"H5","FIN"," Total","Finland","SPM","Saint Pierre and Miquelon","Import",5,,,,,0.031,0.378
"H5","FIN"," Total","Finland","SSD","South Sudan","Export",6,0.737,1.826,71.459,6.461,27.28,7.383
"H5","FIN"," Total","Finland","SSD","South Sudan","Import",5,,2.676,0.638,1.114,5.503,3.659
"H5","FIN"," Total","Finland","STP","Sao Tome and Principe","Export",6,,,0.065,,0.049,
"H5","FIN"," Total","Finland","STP","Sao Tome and Principe","Import",5,,,,38.097,0.009,0.054
"H5","FIN"," Total","Finland","SUD","Sudan","Export",6,5648.532,18121.814,7796.328,3914.818,6760.17,2662.664
"H5","FIN"," Total","Finland","SUD","Sudan","Import",5,0.176,1.455,,1.319,1.203,0.102
"H5","FIN"," Total","Finland","SUR","Suriname","Export",6,619.412,12763.754,1691.414,888.793,2280.507,2611.839
